row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Blank_MidRun04_1_1_4187.mzML Peak area,Blank_MidRun08_1_1_4227.mzML Peak area,Blank_PreRun06_1_1_4147.mzML Peak area,LSTHA00002_P1-F4_1_4201.mzML Peak area,Blank_MidRun12_1_1_4267.mzML Peak area,LSTHA00006_P1-F8_1_4205.mzML Peak area,LSTHA00010_P2-A3_1_4210.mzML Peak area,LSTHA00012_P2-A5_1_4212.mzML Peak area,LSTHA00009_P2-A2_1_4209.mzML Peak area,LSTHA00003_P1-F5_1_4202.mzML Peak area,LSTHA00008_P2-A1_1_4208.mzML Peak area,LSTHA00005_P1-F7_1_4204.mzML Peak area,LSTHA00014_P2-A7_1_4214.mzML Peak area,LSTHA00007_P1-F9_1_4206.mzML Peak area,LSTHA00018_P2-B2_1_4219.mzML Peak area,LSTHA00013_P2-A6_1_4213.mzML Peak area,LSTHA00004_P1-F6_1_4203.mzML Peak area,LSTHA00011_P2-A4_1_4211.mzML Peak area,LSTHA00024_P2-B8_1_4225.mzML Peak area,LSTHA00025_P2-B9_1_4226.mzML Peak area,LSTHA00015_P2-A8_1_4215.mzML Peak area,LSTHA00016_P2-A9_1_4216.mzML Peak area,LSTHA00019_P2-B3_1_4220.mzML Peak area,LSTHA00017_P2-B1_1_4218.mzML Peak area,LSTHA00029_P2-C4_1_4231.mzML Peak area,LSTHA00021_P2-B5_1_4222.mzML Peak area,LSTHA00020_P2-B4_1_4221.mzML Peak area,LSTHA00028_P2-C3_1_4230.mzML Peak area,LSTHA00022_P2-B6_1_4223.mzML Peak area,LSTHA00027_P2-C2_1_4229.mzML Peak area,LSTHA00026_P2-C1_1_4228.mzML Peak area,LSTHA00030_P2-C5_1_4232.mzML Peak area,LSTHA00031_P2-C6_1_4233.mzML Peak area,LSTHA00034_P2-C9_1_4236.mzML Peak area,LSTHA00023_P2-B7_1_4224.mzML Peak area,LSTHA00035_P2-D1_1_4238.mzML Peak area,LSTHA00039_P2-D5_1_4242.mzML Peak area,LSTHA00038_P2-D4_1_4241.mzML Peak area,LSTHA00047_P2-E3_1_4250.mzML Peak area,LSTHA00040_P2-D6_1_4243.mzML Peak area,LSTHA00036_P2-D2_1_4239.mzML Peak area,LSTHA00033_P2-C8_1_4235.mzML Peak area,LSTHA00048_P2-E4_1_4251.mzML Peak area,LSTHA00050_P2-E6_1_4253.mzML Peak area,LSTHA00049_P2-E5_1_4252.mzML Peak area,LSTHA00052_P2-E8_1_4255.mzML Peak area,LSTHA00051_P2-E7_1_4254.mzML Peak area,LSTHA00032_P2-C7_1_4234.mzML Peak area,LSTHA00053_P2-E9_1_4256.mzML Peak area,LSTHA00055_P2-F2_1_4259.mzML Peak area,LSTHA00043_P2-D9_1_4246.mzML Peak area,LSTHA00042_P2-D8_1_4245.mzML Peak area,LSTHA00059_P2-F6_1_4263.mzML Peak area,LSTHA00037_P2-D3_1_4240.mzML Peak area,LSTHA00056_P2-F3_1_4260.mzML Peak area,LSTHA00057_P2-F4_1_4261.mzML Peak area,LSTHA00058_P2-F5_1_4262.mzML Peak area,LSTHA00054_P2-F1_1_4258.mzML Peak area,LSTHA00041_P2-D7_1_4244.mzML Peak area,LSTHA00045_P2-E2_1_4249.mzML Peak area,LSTHA00062_P2-F9_1_4266.mzML Peak area,MILST00044-Rerun_P1-A1_1_4148.mzML Peak area,LSTHA00064_P1-A2_1_4269.mzML Peak area,LSTHA00063_P1-A1_1_4268.mzML Peak area,LSTHA00060_P2-F7_1_4264.mzML Peak area,LSTHA00044_P2-E1_1_4248.mzML Peak area,LSTHA00065_P1-A3_1_4270.mzML Peak area,LSTHA00068_P1-A6_1_4273.mzML Peak area,LSTHA00066_P1-A4_1_4271.mzML Peak area,LSTHA00067_P1-A5_1_4272.mzML Peak area,LSTHA00061_P2-F8_1_4265.mzML Peak area,MILST00053_P1-B1_1_4158.mzML Peak area,MILST00051_P1-A8_1_4155.mzML Peak area,MILST00055_P1-B3_1_4160.mzML Peak area,MILST00048_P1-A5_1_4152.mzML Peak area,MILST00049_P1-A6_1_4153.mzML Peak area,MILST00045_P1-A2_1_4149.mzML Peak area,MILST00052_P1-A9_1_4156.mzML Peak area,MILST00068_P1-C7_1_4174.mzML Peak area,MILST00054_P1-B2_1_4159.mzML Peak area,MILST00057_P1-B5_1_4162.mzML Peak area,MILST00056_P1-B4_1_4161.mzML Peak area,MILST00050_P1-A7_1_4154.mzML Peak area,MILST00046_P1-A3_1_4150.mzML Peak area,MILST00065_P1-C4_1_4171.mzML Peak area,MILST00064_P1-C3_1_4170.mzML Peak area,MILST00047_P1-A4_1_4151.mzML Peak area,MILST00058_P1-B6_1_4163.mzML Peak area,MILST00061_P1-B9_1_4166.mzML Peak area,MILST00060_P1-B8_1_4165.mzML Peak area,MILST00069_P1-C8_1_4175.mzML Peak area,MILST00072_P1-D2_1_4179.mzML Peak area,MILST00059_P1-B7_1_4164.mzML Peak area,MILST00071_P1-D1_1_4178.mzML Peak area,MILST00067_P1-C6_1_4173.mzML Peak area,MILST00066_P1-C5_1_4172.mzML Peak area,MILST00073_P1-D3_1_4180.mzML Peak area,MILST00070_P1-C9_1_4176.mzML Peak area,MILST00074_P1-D4_1_4181.mzML Peak area,MILST00077_P1-D7_1_4184.mzML Peak area,MILST00063_P1-C2_1_4169.mzML Peak area,MILST00062_P1-C1_1_4168.mzML Peak area,MILST00082_P1-E3_1_4190.mzML Peak area,MILST00083_P1-E4_1_4191.mzML Peak area,MILST00075_P1-D5_1_4182.mzML Peak area,MILST00084_P1-E5_1_4192.mzML Peak area,MILST00079_P1-D9_1_4186.mzML Peak area,MILST00076_P1-D6_1_4183.mzML Peak area,MILST00089_P1-F1_1_4198.mzML Peak area,MILST00081_P1-E2_1_4189.mzML Peak area,MILST00080_P1-E1_1_4188.mzML Peak area,MILST00086_P1-E7_1_4194.mzML Peak area,MILST00085_P1-E6_1_4193.mzML Peak area,MILST00078_P1-D8_1_4185.mzML Peak area,MILST00087_P1-E8_1_4195.mzML Peak area,MILST00090_P1-F2_1_4199.mzML Peak area,MILST00088_P1-E9_1_4196.mzML Peak area,MILST00091_P1-F3_1_4200.mzML Peak area,
281,332.21702849049063,2.4448195,,,,192,,,,,,,0,0,0,0,0,3.004084,2.5061455,42.58307,0,36.935944,2.4041533,9.991963,13.324694,10.251537,39.217472,13.164825,0,18.841427,0,0,0,0,0,0,20.726309,0,0,0,0,31.426159,0,31.313435,22.620682,54.78338,6.567997,66.97681,8.379567,21.980854,0,0,7.600762,45.53497,0,0,0,0,0,21.849365,0,0,20.977509,12.343117,0,29.805801,0,0,0,0,22.47221,19.41636,0,0,0,0,0,377.5233,0,0,0,0,0,24.380945,27.321987,3.3088374,137.12874,100.814224,13.951089,63.31833,0,0,20.306738,0,45.207203,73.898415,8.282431,29.482862,103.86263,0,17.006207,98.27954,0,15.429259,0,59.696083,0,37.310287,14.791616,0,24.417995,0,67.54042,10.249265,20.384493,6.9081182,8.223139,60.311516,49.397995,9.289448,42.461506,27.723442,9.755714,3.0060468,26.333675,57.328262,225.33913,0,302.31693,33.045822,
315,332.2174316344546,2.5549192,,,,,,,,,,,0,0,0,0,0,16.164503,3.5065718,111.77829,2.7934284,91.467026,7.2726455,28.553413,30.187515,40.839054,64.653824,95.38954,18.460371,77.66687,0,0,23.669758,3.7683806,4.1486797,9.648624,18.902351,3.1535752,35.759186,28.381186,0,53.568165,26.145681,39.82721,36.711098,95.19368,61.695362,286.1216,36.169537,112.98286,0,0,25.969803,60.264423,0,0,0,0,0,14.898222,0,0,23.872707,33.528286,0,66.84435,0,0,0,0,28.793459,81.02956,0,0,0,0,0,653.9127,0,0,0,0,0,20.631804,33.677444,11.669617,422.01144,595.00714,67.09361,99.90971,0,0,54.36114,0,114.68138,117.61718,29.199589,90.69739,188.11081,0,192.98668,365.19058,3.2466981,42.768684,10.696486,64.26361,0,111.271225,62.358215,17.738548,73.987854,6.1552916,209.17618,6.4577346,69.06812,36.145344,38.992527,137.77878,451.03696,34.681732,124.57988,41.938953,15.754118,12.8902,70.15678,75.52582,409.48056,11.030544,585.80945,27.539726,
1658,332.33131462314844,6.8029933,,,,,,,,,,,0,0,0,181.13641,0,76.16063,80.10104,71.563545,84.50684,114.60686,84.78792,102.994865,79.666695,77.96842,92.12293,91.88339,88.18492,78.5876,103.55165,100.43418,75.6292,67.7571,77.24014,88.48941,82.67857,82.77116,75.7201,79.07311,78.909225,91.98102,88.333405,81.93179,92.52394,93.17108,80.40391,110.35184,80.890884,85.09713,66.88544,88.23784,96.6335,93.9732,77.61295,70.87803,195.04274,53.047447,64.879555,91.12745,73.78303,65.78668,91.01521,93.42734,72.59462,84.5954,48.73191,56.71728,58.380577,53.18558,92.78873,94.928055,73.50835,195.57082,76.840034,72.376175,65.44956,87.75447,74.96665,49.709743,78.23645,72.772705,76.3566,82.90944,94.19303,93.54861,95.61164,127.68631,82.37399,545.96155,105.39396,160.78091,100.45993,91.452385,82.11721,83.48657,85.93241,124.63694,90.418236,88.43875,61.468147,84.127335,100.89236,82.316025,96.1748,101.11579,148.88763,832.4285,77.400314,90.02063,92.57876,79.46965,175.97905,81.68091,78.7986,84.778,60.040966,102.49021,78.42764,253.18498,74.58878,76.86128,90.334404,57.412624,86.31518,69.37387,66.40309,61.93416,82.74746,61.49936,
447,333.1337625487988,2.870754,,,,,,,,,,,0,0,0,0,0,56.096382,112.702774,31.26508,85.96168,56.085953,60.68783,9.112972,105.49859,153.92809,17.22229,96.357254,0,15.252064,0,0,113.531944,161.1178,81.68718,0,69.901855,160.07545,48.654747,0,23.634464,107.40045,85.61313,113.41028,45.111217,117.65773,0,37.452003,61.68505,32.25444,0,11.1594515,22.016294,0,0,0,0,0,0,50.572678,0,0,28.899904,6.735503,0,54.85477,0,0,0,0,50.523407,128.61307,0,0,0,0,0,32.391594,0,0,0,0,0,90.22389,237.74611,119.680984,86.00685,66.891205,116.37619,53.28638,0,81.93322,129.01941,57.17796,69.465485,9.268898,60.790237,75.93812,0,61.843987,48.81649,51.225643,107.010025,68.57204,47.93133,111.12999,15.754593,83.91057,38.446465,155.5848,88.51217,192.65817,28.781345,38.34264,92.216095,65.96315,84.74046,90.4391,98.49392,0,97.37502,80.8884,94.50788,122.795654,47.191654,0,34.267242,0,41.61064,0,
1711,333.20310723924337,7.232641,,,,193,,,,,,,0,0,0,0,0,0,0,21.292835,0,0,0,0,0,0,0,0,12.308633,69.24768,0,0,0,0,0,13.260468,0,0,27.132107,0,32.614586,0,0,0,0,0,77.624466,0,0,0,0,71.90816,10.2668915,72.974945,0,0,0,0,249.45412,14.235386,0,0,16.768368,21.641209,24.421265,0,0,0,0,0,24.113567,56.58012,10.648819,0,0,23.548225,0,0,0,0,0,204.57164,500.76755,0,0,0,0,0,0,0,0,0,0,34.1476,22.57732,6.759422,0,0,40.41172,12.0914955,0,0,0,0,37.436497,0,46.995815,0,0,0,0,0,14.93914,28.20891,0,0,0,0,31.484566,36.88915,0,22.671566,20.769297,0,0,12.876456,0,29.790634,0,4.09877,
1757,333.20380109788135,7.4979806,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8628187,50.662308,0,0,0,0,0,0,0,0,0,0,36.84583,0,0,0,0,0,18.986214,148.82346,0,0,0,0,8.248575,21.316727,0,0,0,8.032616,0,0,25.947292,41.381973,0,4.0203323,19.422892,0,0,0,0,0,212.74734,355.32556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9042797,0,0,0,0,0,0,4.5399027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.009819,0,0,0,0,0,0,0,
694,333.2067127795575,3.4282985,,,,,,,,,,,0,0,0,0,0,4.0632496,0,0,142.69368,52.182507,0,17.659647,3.1515841,10.802658,15.13986,3.1326818,12.056386,10.264805,0,0,0,32.216995,9.958106,11.194869,9.204034,1.341093,0,0,43.526283,231.89417,272.39746,10.537152,0,25.706442,48.661953,15.6086035,192.59302,191.57614,0,40.933968,22.47856,10.048437,0,0,0,0,0,23.138039,0,0,0,0,0,29.931305,0,0,0,0,100.983696,11.822376,0,0,0,0,0,22.034765,0,0,0,0,0,3.1462352,23.71597,3.0475621,29.341309,12.976519,29.424183,18.199686,0,7.0779223,3.0139174,7.14347,36.503754,92.95986,2.8757977,37.438915,30.7801,18.606403,30.18153,31.208557,69.95033,14.602316,0,17.82276,61.053955,11.867851,0,229.49643,2.8908956,8.016716,37.104713,36.588596,15.554895,86.010735,3.45092,14.466859,28.833643,43.623466,0,7.0431266,8.605538,4.1234884,0,35.744373,22.095303,35.18972,16.534863,23.095875,
1341,333.2636078275842,5.202322,,,,,,,,,,,0,0,0,0,0,0,0,1.6318345,0,0,0,0,0,0,0,0,154.20093,9.622443,0,0,67.62005,0,0,12.197245,9.811988,0,301.7242,5.433352,186.14333,30.597893,0,8.078907,0,0,163.32214,0,0,0,0,36.961784,107.16785,162.24132,0,0,0,0,0,33.6781,0,0,145.72089,76.68187,0,21.94352,0,0,0,0,310.35977,1801.9971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.465828,0,261.32175,381.00534,182.06062,0,0,61.26246,796.2155,0,0,0,0,376.65323,0,49.729057,0,0,15.812657,5.1576805,0,113.23244,248.23154,0,0,0,0,0,139.37463,0,19.784502,87.431305,21.401318,0,33.841934,0,64.45736,0,61.884754,
1218,333.2637470786806,4.828004,,,,,,,,,,,0,0,0,0,0,49.24066,16.65377,0,58.03231,203.88416,65.1822,109.59969,40.64507,52.380768,67.21006,42.132065,39.589,16.00611,0,0,68.18562,38.54927,43.89873,9.88308,83.41115,41.8695,15.768451,10.508818,21.03822,113.81437,65.1953,69.07726,17.504454,83.70763,42.815025,126.36776,78.2473,68.05277,0,25.291641,32.116516,97.96956,0,0,0,0,0,23.929298,0,0,17.68344,26.671839,0,116.51202,0,0,0,0,254.56177,62.54777,0,0,0,0,0,182.71599,0,0,0,0,0,64.93411,44.633392,51.618393,155.45245,110.150475,210.03679,314.9137,0,143.3849,37.785812,34.862152,52.853844,69.71546,27.686787,95.5887,41.015324,41.502346,82.36457,225.45612,68.67459,42.04135,38.111774,60.072098,23.624582,41.826366,34.29245,119.799164,164.50076,87.82656,70.43424,28.205929,38.14172,60.91066,52.06094,82.62606,131.92288,34.708313,43.821167,9.529037,0,143.22472,16.02945,9.8862,181.6513,22.564571,301.0321,23.631685,
1665,335.21949993182153,6.8507395,,,,212,,,,,,,0,0,0,0,0,0,63.497707,262.73392,0,90.84766,109.56913,555.5929,83.813705,242.3096,0,127.90911,1578.9049,204.29169,0,0,25.416668,48.15628,65.72956,1156.2024,33.798264,199.6334,837.41077,79.28691,167.99551,618.57153,44.755238,172.10033,49.71669,69.01634,255.74419,127.9582,25.567343,14.467608,0,132.7304,175.71077,1058.0669,0,0,0,0,0,557.8813,0,0,147.96965,208.55511,0,109.99151,0,0,0,0,20.1468,164.93546,0,0,0,0,0,26.213375,0,0,0,0,0,11.840718,189.0335,90.268776,282.44427,79.11759,201.47784,120.747406,0,53.16472,72.655,245.19576,236.11,1619.7402,238.51671,341.09863,1213.5627,194.25784,284.0714,387.85062,5.429824,128.33994,175.45732,98.97732,137.97768,60.49272,24.12693,361.78375,71.88802,83.07922,230.7854,360.15292,173.13881,44.509098,121.007286,94.37064,211.65375,989.67615,166.35194,736.39124,252.19449,97.54361,58.532753,1761.6714,120.47336,1350.852,137.20038,961.5212,
1648,335.21950164251587,6.7917676,,,,,,,,,,,0,0,0,0,0,0,41.897514,159.79854,9.706957,61.842026,73.75689,132.7399,61.055435,161.77582,0,13.275499,490.95,121.242386,0,0,22.939554,20.664473,45.843674,518.4357,33.798264,134.1257,358.73676,50.341934,126.00238,446.67258,12.093992,97.64901,35.354767,45.47739,191.60414,20.851873,17.90735,0,0,87.92269,98.89322,432.4999,0,0,0,0,4.072716,385.06934,0,0,91.17102,122.20053,0,52.743725,0,0,0,0,64.80713,212.73076,0,0,0,0,0,19.224977,0,0,0,21.192005,76.17938,11.840718,52.460426,13.307067,179.19589,4.75347,128.72743,21.777538,0,35.59989,26.42974,208.71101,169.80576,582.73926,114.88497,215.21878,621.7267,125.24808,167.66673,245.61493,0,53.471504,116.67296,89.221375,140.24478,36.66013,20.221684,251.0412,0,25.918365,135.97934,188.93689,28.676905,28.725124,76.193504,54.340874,127.153755,546.0967,18.646488,261.6348,130.14363,11.998483,36.56083,689.11316,27.571337,575.98816,47.540947,388.09482,
1520,335.2195437710942,6.0749307,,,,208,72,[M+Na]+,,2,1521;1520,312.23024,0,0,0,0,0,113.95373,95.06525,702.94604,208.89932,291.89478,219.07422,176.37646,208.97675,129.21039,312.88605,196.5136,313.12634,501.42645,0,0,315.22787,186.92723,112.28646,341.23996,364.61865,197.89598,483.37433,407.26907,672.14307,388.86636,290.26633,287.72443,108.22476,213.00209,762.0907,182.90485,304.84543,205.43872,0,631.7637,321.82385,387.91885,0,0,0,0,0,263.21707,0,0,462.92163,422.4537,0,307.9971,0,0,0,0,643.9106,1072.4711,0,0,0,0,0,436.44672,0,0,0,0,0,254.69128,143.72917,267.26382,260.00055,370.2675,275.00253,262.95752,0,264.37674,192.34103,606.1794,322.72018,373.99326,171.10556,268.05664,356.06375,529.5797,233.20535,350.57486,123.10902,177.84036,647.94604,324.94638,519.4565,167.43695,42.41828,296.81436,324.59607,236.8329,300.16025,381.87857,145.93867,251.32654,380.66418,368.55817,269.4724,353.57062,252.507,307.33963,400.1694,630.43805,171.91539,334.52808,530.60754,284.22107,338.37692,282.05017,
1639,335.21955526566495,6.6573095,,,,,,,,,,,0,0,0,0,0,16.486328,68.257835,409.48694,9.706957,161.37477,142.21422,280.86658,89.68644,227.76392,9.613285,119.84356,1240.5339,514.7233,0,0,51.48266,37.200832,89.259415,981.8086,141.71558,205.29501,570.0121,226.07741,663.7586,446.18527,132.29993,152.00795,23.409294,103.62756,1355.3733,140.47072,50.778305,90.8632,0,411.32263,321.81738,1261.1193,0,0,0,0,84.550964,743.846,0,0,226.19258,482.44437,0,207.6424,0,0,0,0,287.4438,596.1968,0,0,0,0,0,90.467766,0,0,0,58.402004,119.51312,107.32872,129.34349,138.15529,284.90875,128.77133,231.8056,102.92839,0,136.29124,45.35303,464.4649,404.70847,811.1473,231.62582,303.2268,861.4102,439.4382,333.3956,383.3773,56.880455,74.843185,347.47583,175.71803,391.17538,72.86505,23.093105,236.0476,129.97922,111.50386,315.39453,622.3659,154.27545,128.06621,229.57849,143.0069,205.29472,1043.9404,82.879555,631.6292,387.7243,212.71703,92.82837,796.4612,236.82013,705.3445,124.072266,584.9269,
1605,335.21959082717456,6.503964,,,,,,,,,,,0,0,0,0,0,9.168732,35.974026,239.72166,57.201714,96.447174,51.33975,290.7743,54.24218,67.32712,20.329039,111.079994,453.24905,305.76447,0,0,46.21987,61.36451,45.21403,298.9018,137.02954,66.7228,297.2568,192.7798,1078.5188,330.98816,157.6424,142.10007,42.218178,80.47781,415.78226,76.88189,119.49781,73.533356,0,329.336,195.89627,438.76254,0,0,0,0,73.982124,141.08722,0,0,214.56879,295.3508,8.274555,185.05478,0,0,0,0,254.88387,446.1286,4.1978664,0,0,10.373502,0,136.0776,0,0,8.251395,101.639626,169.41512,98.44432,59.855484,71.91028,297.126,144.78983,77.73977,100.743904,0,142.86482,43.84944,204.0615,270.09824,452.77527,92.19238,256.20123,500.97083,319.76215,245.1663,130.17555,57.109352,57.75238,230.69548,138.5404,240.96234,40.654263,16.251038,255.16255,114.93948,94.93116,234.26251,206.97745,71.471085,118.89641,104.24584,131.08214,177.9661,274.70465,94.71387,262.4305,263.90652,194.44725,31.012344,423.81195,176.42221,237.22513,143.74292,251.33406,
1693,335.2196104599297,7.037008,,,,57,,,,,,,0,0,0,0,0,20.203985,0,64.81747,0,38.16371,16.36394,124.23474,23.287159,49.34431,0,42.259884,223.2997,61.848503,0,0,42.210083,7.0778923,79.79147,163.68553,269.14792,13.237555,129.75345,49.16814,84.55178,7037.5776,84.59342,70.20341,60.670414,8.030365,151.90294,52.282845,92.095474,20.745289,0,55.00463,43.525467,195.70653,0,0,0,0,0,181.75307,0,0,28.15226,57.608456,8.935036,83.59432,0,0,0,0,28.636658,105.01549,0,0,16.193874,15.325549,0,0,0,0,0,12.452782,0,0,130.56522,94.82008,56.878105,8.891959,40.455757,284.66357,0,16.206257,7.8275976,89.82455,70.761345,248.21532,57.89678,280.31284,286.38193,57.947052,153.38794,101.28071,54.176647,74.93804,22.820461,19.04776,61.16532,0,0,4549.488,253.9392,22.318588,59.058067,99.93977,23.42464,21.905535,29.118902,7.405156,132.07587,240.72874,113.158264,110.68765,65.714905,262.97504,7.8308897,217.20149,7.8739443,188.40747,29.915915,154.27153,
1565,335.21993573516266,6.254236,,,,,,,,,,,0,0,0,0,0,0,4.321621,203.0001,12.931335,122.54663,4.7476454,71.09821,11.832907,18.405231,38.683693,15.857273,165.5705,600.0219,0,0,29.35687,24.081722,3.7571993,243.1466,126.9268,19.279894,316.68384,242.90948,530.6622,291.32587,50.36795,116.199615,21.791622,48.786057,515.4994,61.549454,99.74948,81.93273,0,352.80246,163.80319,87.81804,0,0,0,0,27.895126,131.27704,0,0,59.394547,362.5968,0,121.66863,0,0,0,0,203.86452,950.4785,0,0,0,0,0,94.309814,0,0,0,50.998535,53.994957,49.05531,25.097431,58.313007,175.7583,111.33715,104.949135,91.2406,0,137.08583,7.014348,283.53168,228.46437,333.838,10.715337,78.59951,274.37112,406.8266,24.529408,125.69669,17.342552,0,174.61209,29.565285,352.21976,22.953218,2.7117076,143.38742,91.40063,51.434093,283.93576,227.17606,27.205435,58.607506,89.42111,118.378845,209.80496,221.23462,61.233124,169.92453,346.10797,124.17996,17.087074,244.7825,128.88467,201.24907,89.38589,125.9149,
1076,336.2535017003499,4.390153,,,,,,,,,,,0,0,0,0,0,0,0,182.0363,0,0,0,9.241831,0,0,0,0,718.94147,304.8832,0,0,0,0,0,745.9409,0,0,380.76355,68.70524,48.606255,0,0,47.707634,0,0,69.62915,0,0,0,0,93.865845,658.1068,270.3287,0,0,0,0,0,752.7352,0,0,213.41925,91.42482,0,206.18083,0,0,0,0,19.872034,246.0231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.39111,0,0,0,0,5.065859,0,463.55432,400.23917,1282.9742,16.59433,0,1165.6202,508.23175,105.321625,0,0,0,374.7827,0,98.7924,0,0,0,0,0,854.0911,928.2906,0,0,36.31751,0,0,505.53558,0,471.66116,463.6193,0,0,947.89905,0,933.1805,0,725.4619,
1858,336.32618185189955,8.134631,,,,,,,,,,,0,0,0,0,0,0,4.172058,5.5021286,4.028652,9.258503,0,0,0,0,12.904048,0,0,0,0,0,0,0,0,0,30.357384,0,0,6.198653,0,0,0,0,0,3.9517007,0,0,0,0,0,36.269463,0,0,0,0,5.1455383,0,0,5.0600586,0,0,0,0,0,9.799902,0,0,0,0,19.357716,27.886383,0,0,0,0,35.391327,0,0,0,0,0,0,13.753778,7.824216,0,0,0,0,9.025295,0,7.7689476,284.82425,0,0,11.735554,0,0,10.377455,4.0766373,0,13.848928,0,61.209114,0,0,0,5.119962,0,9.51462,0,0,0,3.8529582,7.153823,0,3.8346934,0,11.590006,0,0,0,0,0,5.2938166,0,22.569485,0,13.708973,0,
1663,337.2348219138918,6.8388157,,,,,,,,,,,0,0,0,0,0,0,0,48.505146,73.028435,20.625313,39.021736,8.088741,38.68862,20.596504,0,91.32761,45.002113,29.568481,0,0,70.94046,0,0,29.850807,108.65587,8.054928,34.875668,4.7722974,76.55888,196.32863,102.30043,129.42613,43.377495,0,76.713165,0,102.97482,8.955688,0,71.12438,5.8898544,58.235653,0,0,0,0,0,22.884083,0,0,43.33076,68.32869,0,22.445538,0,0,0,0,99.24254,76.26492,0,0,0,0,0,56.505604,0,0,0,0,0,47.264637,10.349571,53.3163,25.359549,43.3285,27.800018,55.436268,0,126.28115,44.37136,99.09723,24.029503,96.537186,6.380146,23.2171,42.460487,79.68133,16.930784,50.508404,59.145386,0,30.804222,106.58226,41.207977,0,0,526.79175,184.3952,0,9.211072,59.553547,20.615532,72.485,110.68919,88.66531,75.76388,67.72328,67.2381,30.077053,40.10645,146.99078,0,39.153667,96.27209,39.813824,69.608406,32.35611,
1616,337.23513577587494,6.551278,,,,170,82,[M+Na]+,,2,1616;1618,314.2458,0,0,0,0,0,144.46754,26.876665,114.4084,88.009315,146.27652,69.205475,91.496216,166.66185,35.589943,27.265882,130.41159,207.45872,83.84346,0,0,326.44418,77.62957,216.59929,101.00491,1119.0183,36.006546,170.70052,64.02451,149.1066,7480.8066,540.8402,182.90904,114.417366,53.631245,115.75569,89.92183,578.9574,51.750217,0,170.3536,115.3333,144.01698,0,0,0,0,0,147.25636,0,0,105.12198,122.640335,0,277.4884,0,0,0,0,212.41971,144.91434,0,0,0,0,0,57.190002,0,0,0,0,0,71.15724,274.44388,258.49063,95.59547,123.511955,205.1607,829.60645,0,154.278,70.88016,173.78647,128.16077,177.47832,60.99197,492.71237,102.71487,102.99741,159.95273,128.24295,372.23087,131.76447,107.018456,65.507454,59.261177,42.74954,10.659058,3803.4072,1185.2059,136.24498,88.17387,166.6033,53.37108,205.20615,124.18073,159.73726,282.8235,206.15459,159.94598,143.20694,124.64446,1578.2913,7.337235,130.4264,93.213356,224.12077,92.15949,168.1975,
1597,337.2351479310848,6.44906,,,,170,81,[M+Na]+,,2,1598;1597,314.2459,0,0,0,0,0,126.94888,146.08951,956.41846,146.9127,598.62756,250.12221,468.7169,264.74622,160.17117,191.74336,454.38712,2211.2017,1325.4219,0,0,249.03424,228.27145,229.52826,1760.8826,567.531,183.48221,2416.8557,823.4275,1268.9062,1737.6436,457.74573,737.4275,139.47418,570.32043,1751.7394,576.11664,216.69774,210.45541,0,1250.2805,1258.9747,1705.1843,0,0,0,0,0,1967.5001,0,0,1107.9191,1216.9971,0,916.90625,0,0,0,0,807.13,1427.4504,0,0,0,0,0,604.74225,0,0,0,0,0,225.4677,406.17734,235.15146,573.3224,684.3963,956.8441,490.8125,0,569.3483,184.19676,1808.1943,1552.1584,3097.0642,418.68826,958.1868,2097.166,1493.482,821.74786,1436.3031,229.49983,399.678,1707.2505,823.274,922.99207,153.92465,48.996437,775.85657,695.3808,629.49255,1169.662,2803.4966,349.68738,329.66833,750.40735,659.9438,886.4656,2603.4102,222.0851,1784.453,1650.8033,924.8981,96.9051,1718.1466,982.3376,2260.1108,838.27344,2018.1686,
1547,337.235203631457,6.1520553,,,,27,77,[M+Na]+,,3,1548;1547;1543,314.24591,0,0,0,0,0,126.70869,61.72012,67.438614,152.7891,1552.9968,491.37848,392.91772,373.56934,345.7481,364.15436,728.7613,288.97217,17.348234,0,0,569.0308,87.766396,368.1338,110.87187,579.921,307.68817,201.2663,32.084282,93.04435,1301.9397,550.53876,351.21573,222.91077,634.0201,30.262638,939.8792,714.527,448.99176,0,52.265594,161.77339,321.46408,0,0,0,0,0,118.34947,0,0,104.74065,149.49522,0,313.85397,0,0,0,0,518.18726,96.02057,0,0,0,0,0,916.1594,0,0,0,0,0,266.50012,480.47897,409.0715,662.58466,473.6967,1064.3766,502.44363,0,512.8793,182.71405,153.31815,97.77066,240.97185,342.5596,414.5516,216.22618,73.1978,216.6603,1220.3392,452.44266,331.69177,82.57092,421.15173,133.7331,244.41394,148.81134,1029.6727,1018.03723,258.63696,196.9757,122.599495,339.36084,438.71848,347.20892,435.77332,642.213,156.52245,438.05457,116.2778,46.114258,1435.6031,453.56912,122.05275,1052.513,147.3278,1845.1903,188.33899,
