row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Blank_MidRun08_1_1_4227.mzML Peak area,Blank_MidRun04_1_1_4187.mzML Peak area,Blank_PreRun06_1_1_4147.mzML Peak area,LSTHA00002_P1-F4_1_4201.mzML Peak area,Blank_MidRun12_1_1_4267.mzML Peak area,LSTHA00005_P1-F7_1_4204.mzML Peak area,LSTHA00006_P1-F8_1_4205.mzML Peak area,LSTHA00009_P2-A2_1_4209.mzML Peak area,LSTHA00007_P1-F9_1_4206.mzML Peak area,LSTHA00008_P2-A1_1_4208.mzML Peak area,LSTHA00003_P1-F5_1_4202.mzML Peak area,LSTHA00004_P1-F6_1_4203.mzML Peak area,LSTHA00025_P2-B9_1_4226.mzML Peak area,LSTHA00012_P2-A5_1_4212.mzML Peak area,LSTHA00013_P2-A6_1_4213.mzML Peak area,LSTHA00011_P2-A4_1_4211.mzML Peak area,LSTHA00015_P2-A8_1_4215.mzML Peak area,LSTHA00010_P2-A3_1_4210.mzML Peak area,LSTHA00024_P2-B8_1_4225.mzML Peak area,LSTHA00014_P2-A7_1_4214.mzML Peak area,LSTHA00016_P2-A9_1_4216.mzML Peak area,LSTHA00021_P2-B5_1_4222.mzML Peak area,LSTHA00018_P2-B2_1_4219.mzML Peak area,LSTHA00019_P2-B3_1_4220.mzML Peak area,LSTHA00029_P2-C4_1_4231.mzML Peak area,LSTHA00022_P2-B6_1_4223.mzML Peak area,LSTHA00023_P2-B7_1_4224.mzML Peak area,LSTHA00026_P2-C1_1_4228.mzML Peak area,LSTHA00017_P2-B1_1_4218.mzML Peak area,LSTHA00020_P2-B4_1_4221.mzML Peak area,LSTHA00031_P2-C6_1_4233.mzML Peak area,LSTHA00034_P2-C9_1_4236.mzML Peak area,LSTHA00028_P2-C3_1_4230.mzML Peak area,LSTHA00027_P2-C2_1_4229.mzML Peak area,LSTHA00030_P2-C5_1_4232.mzML Peak area,LSTHA00033_P2-C8_1_4235.mzML Peak area,MILST00044-Rerun_P1-A1_1_4148.mzML Peak area,LSTHA00039_P2-D5_1_4242.mzML Peak area,LSTHA00035_P2-D1_1_4238.mzML Peak area,LSTHA00040_P2-D6_1_4243.mzML Peak area,LSTHA00032_P2-C7_1_4234.mzML Peak area,LSTHA00038_P2-D4_1_4241.mzML Peak area,LSTHA00042_P2-D8_1_4245.mzML Peak area,LSTHA00037_P2-D3_1_4240.mzML Peak area,LSTHA00036_P2-D2_1_4239.mzML Peak area,LSTHA00041_P2-D7_1_4244.mzML Peak area,LSTHA00043_P2-D9_1_4246.mzML Peak area,LSTHA00044_P2-E1_1_4248.mzML Peak area,MILST00048_P1-A5_1_4152.mzML Peak area,MILST00049_P1-A6_1_4153.mzML Peak area,LSTHA00045_P2-E2_1_4249.mzML Peak area,MILST00047_P1-A4_1_4151.mzML Peak area,MILST00045_P1-A2_1_4149.mzML Peak area,MILST00052_P1-A9_1_4156.mzML Peak area,MILST00055_P1-B3_1_4160.mzML Peak area,MILST00054_P1-B2_1_4159.mzML Peak area,MILST00051_P1-A8_1_4155.mzML Peak area,MILST00053_P1-B1_1_4158.mzML Peak area,MILST00056_P1-B4_1_4161.mzML Peak area,MILST00046_P1-A3_1_4150.mzML Peak area,MILST00057_P1-B5_1_4162.mzML Peak area,MILST00060_P1-B8_1_4165.mzML Peak area,MILST00059_P1-B7_1_4164.mzML Peak area,MILST00050_P1-A7_1_4154.mzML Peak area,MILST00058_P1-B6_1_4163.mzML Peak area,MILST00061_P1-B9_1_4166.mzML Peak area,MILST00068_P1-C7_1_4174.mzML Peak area,MILST00065_P1-C4_1_4171.mzML Peak area,MILST00066_P1-C5_1_4172.mzML Peak area,MILST00069_P1-C8_1_4175.mzML Peak area,MILST00064_P1-C3_1_4170.mzML Peak area,MILST00063_P1-C2_1_4169.mzML Peak area,MILST00075_P1-D5_1_4182.mzML Peak area,MILST00074_P1-D4_1_4181.mzML Peak area,MILST00067_P1-C6_1_4173.mzML Peak area,MILST00070_P1-C9_1_4176.mzML Peak area,MILST00073_P1-D3_1_4180.mzML Peak area,MILST00062_P1-C1_1_4168.mzML Peak area,MILST00072_P1-D2_1_4179.mzML Peak area,MILST00071_P1-D1_1_4178.mzML Peak area,MILST00083_P1-E4_1_4191.mzML Peak area,MILST00079_P1-D9_1_4186.mzML Peak area,MILST00078_P1-D8_1_4185.mzML Peak area,MILST00086_P1-E7_1_4194.mzML Peak area,MILST00085_P1-E6_1_4193.mzML Peak area,MILST00084_P1-E5_1_4192.mzML Peak area,MILST00077_P1-D7_1_4184.mzML Peak area,MILST00081_P1-E2_1_4189.mzML Peak area,MILST00076_P1-D6_1_4183.mzML Peak area,MILST00082_P1-E3_1_4190.mzML Peak area,MILST00089_P1-F1_1_4198.mzML Peak area,MILST00088_P1-E9_1_4196.mzML Peak area,MILST00091_P1-F3_1_4200.mzML Peak area,MILST00087_P1-E8_1_4195.mzML Peak area,MILST00080_P1-E1_1_4188.mzML Peak area,MILST00090_P1-F2_1_4199.mzML Peak area,
1228,353.1943627508038,4.888274,,,,,,,,,,,0,0,0,0,0,118.108925,67.79762,3.367714,43.68622,14.589621,353.53732,183.46066,0,2.9772644,19.565102,25.624443,6.1447372,1.5228596,0,37.59939,52.62731,31.857641,11.35074,177.34494,7.1049566,119.030525,51.15911,36.121063,209.11069,53.112076,21.522768,480.24234,4.430008,46.63029,24.366575,142.9507,0,3.123856,104.05112,28.473701,222.0142,9.330389,35.255646,250.05139,127.0508,26.260939,24.199865,148.13765,118.65478,35.264282,40.07174,265.4578,515.72974,115.78223,24.13021,23.612534,35.88046,10.345207,32.949165,246.46858,2.9485588,255.60797,122.30526,143.92969,125.33115,204.20718,0,21.515366,33.327118,8.656334,561.496,208.51758,41.946068,12.973953,139.22559,14.956613,37.99324,194.39902,98.96071,29.938148,6.2576227,221.55373,269.08417,16.304193,4.8564262,17.109564,327.75116,167.01909,203.9901,50.800983,23.020418,114.78071,198.5514,157.30112,114.49333,166.3803,
847,353.2034692609172,3.792721,,,,,,,,,,,0,0,0,0,0,0,0,0,27.597692,0,0,0,0,0,10.564545,31.855133,12.60473,5.446391,0,0,0,9.819079,0,14.250718,0,0,0,0,10.663882,8.87043,3.5382586,0,0,0,22.715721,11.384529,0,0,0,0,12.267361,0,0,14.925579,11.345358,0,0,27.839912,30.983898,81.387436,10.416971,68.013535,0,233.7786,299.76285,52.068848,8.933994,15.359389,21.483786,20.28857,36.946514,36.061295,0,36.775707,0,0,0,33.45668,18.898266,23.639696,24.925308,60.107494,27.567379,9.463561,10.580093,0,77.365654,10.578457,44.274525,43.70324,4.167432,49.246307,30.526218,0,63.901314,0,0,12.642036,12.48004,16.874804,27.356098,71.51247,11.461323,56.220394,8.831516,25.860558,
666,353.2057130772149,3.4231753,,,,,,,,,,,0,0,0,0,0,14.576587,2.6422846,0,30.727356,1.1897105,17.139599,0,0,11.973131,21.41385,39.770565,4.654048,9.186602,0,2.7727823,0,20.869934,3.1048067,21.32091,0,0,8.506989,0,14.871685,23.218445,0,19.42851,0,0,14.829276,6.921756,0,0,2.847455,0,11.09426,0,0,22.076284,34.414757,0,7.3880873,44.957817,58.230526,127.127914,34.554337,68.57214,3.9482927,276.83777,423.60852,47.88042,3.2186952,7.315559,16.117996,47.597565,15.079318,59.766586,10.527575,123.71281,5.07312,19.713776,0,15.056162,9.804797,38.51885,62.71429,78.79318,28.458553,19.474491,6.9703946,0,82.27651,34.922604,30.253536,25.48475,29.460413,24.49665,31.669022,0,49.127716,1.3014383,6.440506,8.726437,22.918255,8.280127,14.166993,128.92899,7.999599,84.72127,28.866215,40.066917,
1439,353.23012521760654,5.673237,,,,85,,,,,,,0,0,0,0,0,20.110865,53.7297,100.521324,7.371401,56.931023,154.13853,354.32404,0,31.541298,71.39602,93.59921,296.57706,6.161768,0,125.21364,36.09979,10.787377,193.2796,43.933273,492.62506,225.88222,95.75335,198.341,166.54182,292.67258,73.06194,145.03012,17.466187,435.9349,133.91772,194.9135,0,233.19106,167.03557,162.06476,143.28444,25.0517,71.65954,148.85669,167.21367,23.492664,91.09384,68.540855,49.70632,317.68317,370.68427,118.00667,267.94162,50.34104,20.672836,38.735344,71.89107,81.46639,31.202135,430.90073,41.125546,210.35594,195.02777,372.8601,229.15747,43.106026,0,16.93371,42.505493,122.67079,203.26772,35.18032,12.858267,449.18732,77.77796,334.65942,17.539307,224.91992,16.650305,10.677065,39.418083,299.67764,117.02183,578.7257,1.301857,165.67288,109.231026,145.13654,43.6139,14.661491,24.92555,110.547226,197.54672,70.35872,126.24093,352.0463,
1248,353.2305695501473,4.9750867,,,,203,,,,,,,0,0,0,0,0,137.11058,50.14092,72.23139,40.393143,50.795746,75.18292,289.78864,0,462.1204,49.36329,585.5262,16.417881,7.667199,0,54.142624,13.262413,51.811096,108.79415,17.195053,30.740812,710.71246,813.4781,104.90204,361.8154,449.6261,51.3462,23.363499,418.17346,242.19202,29.66973,507.2411,0,61.70027,28.884438,649.85596,352.40253,102.5256,623.1793,355.2224,472.66827,448.0482,465.18842,169.07066,133.80302,145.55353,914.5616,487.07507,48.795513,102.12418,47.083866,120.615875,41.634075,104.85078,596.2146,515.3638,57.361935,87.859665,482.6519,499.1241,906.04486,213.00966,0,47.336796,28.935446,29.20614,61.08469,549.97125,149.39969,98.71837,621.3621,58.449844,8.242763,483.3997,11.478779,237.67911,88.96855,249.11926,389.7743,193.72546,33.396606,86.65276,70.60756,393.49,447.73602,68.56437,60.200226,127.92698,371.96268,152.23613,478.64383,377.08203,
1419,353.2306010106658,5.581889,,,,,,,,,,,0,0,0,0,0,82.23922,7.9119244,13.860793,7.371401,15.922309,53.26906,1158.8381,0,30.293198,7.130843,61.41103,133.73761,12.83695,0,27.17965,20.310814,26.258888,21.679956,15.591553,84.19861,1375.0925,1456.5292,49.880844,338.07968,1619.1152,15.357771,31.202082,98.01416,93.5226,74.60516,1110.3287,0,21.80368,37.03087,218.90593,399.98007,15.18644,29.229504,188.63704,167.12505,116.460815,173.99777,70.133156,39.472954,36.236732,2236.0774,504.03995,102.36983,13.065036,12.28972,45.282703,13.332635,30.661873,146.13055,481.3116,6.6941504,71.738045,1097.7576,1275.6948,1089.5972,110.36171,0,21.412502,11.1243105,33.870983,132.92488,463.74878,22.294544,40.26339,228.82863,65.1249,0,435.01398,16.650305,40.86081,10.432094,23.797667,440.07748,117.832756,1.301857,14.444445,23.658031,156.43457,534.0518,31.305164,6.940956,26.560717,353.22238,98.12668,226.96674,528.2797,
717,353.2428531996191,3.5302567,,,,211,,,,,,,0,0,0,0,0,6.9972143,0,0,0,0,0,257.56375,0,86.021416,0,116.099495,0,0,0,0,0,0,0,0,0,125.98099,104.64414,0,256.14438,110.6711,0,0,79.74659,0,15.400653,203.89784,0,0,0,45.288216,351.0767,0,106.79779,113.367,195.84883,26.123638,83.42113,0,5.8071823,0,148.00229,316.03723,0,0,0,18.050611,0,0,163.76271,415.3375,0,0,179.62091,256.13147,180.89447,52.54049,0,2.9133034,0,0,0,301.74997,21.837543,0,48.188778,0,0,305.22015,0,2.678887,0,0,327.61304,0,0,0,0,176.16945,295.82092,0,0,0,282.01648,0,129.69817,289.04028,
657,355.18465953920173,3.3882163,,,,,,,,,,,0,0,0,0,0,82.72395,26.120975,4.6388764,29.953758,9.593266,114.58047,46.567627,0,91.758224,22.175383,158.49081,42.797417,12.839598,0,6.7669163,13.387282,19.121244,55.182495,103.68104,26.552013,39.14726,45.31814,27.173756,31.187483,54.169617,11.435209,79.82438,2.9483378,6.66311,22.977764,45.2892,0,6.6397514,12.208481,4.118046,80.084,8.456937,12.804711,94.71373,79.19354,15.2242565,24.130344,81.22392,57.64846,429.77545,132.95027,230.4992,92.15607,0,87.53575,88.621056,41.752502,28.757505,55.114937,163.50598,15.0424595,29.516317,53.012493,432.0423,36.581825,34.19799,0,17.138866,12.802992,55.12506,31.35907,309.06448,68.33789,48.87437,19.757835,26.190643,19.964142,257.06238,72.45906,91.39611,79.64538,174.45815,117.63334,41.3635,14.253606,24.438784,36.142258,65.007034,59.889793,39.576435,62.878952,160.61404,68.29664,205.90146,68.16997,165.34831,
233,355.18671878104124,2.367754,,,,120,,,,,,,0,0,0,0,0,35.30354,38.39841,0,27.369583,0,41.03758,516.9879,0,82.73127,0,207.13605,0,0,0,0,0,4.2552223,0,0,0,131.46486,140.52309,0,98.30685,66.21227,0,0,273.85376,0,0,167.24977,0,0,60.583153,233.60175,192.27148,0,192.1986,38.322124,98.29604,33.329895,144.97638,147.20183,70.03872,0,71.45509,174.59204,9.34913,16.855932,0,11.842833,0,0,207.6848,393.90863,0,116.489075,135.70288,54.618813,175.34758,81.20958,0,132.03351,375.44662,0,0,335.24692,4.074601,0,153.32088,0,3.2756824,248.82166,0,2.7307863,0,0,237.38446,0,14.2709675,0,0,32.314262,167.00648,54.36056,0,66.75259,273.6045,0,126.61273,211.48518,
1380,355.1882581765751,5.3753853,,,,106,69,[M+Na]+,,2,1380;1381,332.19897,0,0,0,0,0,318.09875,220.62627,119.84204,93.21237,85.8398,275.6316,210.76845,0,165.30844,77.94047,182.97183,92.0231,134.81409,0,56.574898,169.03458,157.92938,263.6938,234.06267,45.295303,221.32831,208.10353,162.89853,242.26945,219.5967,27.64245,166.5806,147.90959,60.630302,149.55812,246.62703,0,141.03741,233.14955,205.83148,166.37505,104.24868,228.99957,414.80966,257.0496,256.2617,159.73593,164.76517,384.5891,303.62857,186.59737,256.44028,314.88,64.28903,82.73355,274.01877,130.05528,156.90576,213.19049,227.48856,128.41068,318.88815,197.65735,237.676,219.22426,301.13702,0,221.95203,126.06621,201.20108,298.61902,264.61432,234.17181,149.84555,219.40004,47.065357,37.79403,280.039,74.23176,269.0822,105.27442,358.28555,243.43036,199.43964,88.21618,167.37384,248.92738,233.91466,222.8148,185.11938,43.65287,114.95386,218.79613,176.53726,222.99365,220.95781,
1737,355.2455830251108,7.7806168,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.8539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1334,355.2478824847436,5.1723976,,,,,,,,,,,0,0,0,0,0,118.989395,15.496929,10.57998,47.225986,9.740446,77.75018,352.2091,0,26.454573,2.7409954,190.04951,141.4711,5.754798,0,9.558027,59.136673,25.810394,33.83844,21.487732,86.24055,279.55145,264.73962,81.15142,237.21098,402.91852,2.9182494,102.11149,99.51461,202.24773,114.23949,190.18663,0,22.755222,12.5915165,134.10593,262.02142,20.039913,138.51546,283.26608,299.84454,204.36116,301.80475,37.098522,118.04893,51.08098,1601.513,368.67303,193.35701,5.6099586,13.808981,220.1099,6.2028923,37.37955,270.54926,468.40186,30.840073,151.60931,531.8503,491.71313,514.00635,134.28447,0,69.68831,39.347664,6.804925,156.34511,374.36826,108.808235,59.446373,203.87285,105.25328,0,254.25938,4.2137766,87.90922,12.65659,158.14127,421.8335,17.253143,0,44.530453,125.57138,197.6413,244.27795,42.241997,0,5.23354,326.4917,55.94716,305.71265,363.77304,
1548,355.26279555300033,6.183892,,,,166,,,,,,,0,0,0,0,0,4.0358634,0,30.54496,21.464432,40.739815,159.10321,0,0,0,588.75226,0,89.66529,32.897785,0,371.88403,7.7846184,134.35643,269.08154,146.47194,0,0,0,99.03859,0,0,46.061493,23.23708,0,85.57739,150.31204,77.268906,0,118.4301,174.81682,0,109.46661,16.153105,0,0,0,0,0,10.231552,24.975437,219.45656,0,0,131.09395,102.08244,98.40658,0,405.41873,74.37634,0,15.576941,125.61098,188.69547,0,0,0,35.282795,0,134.56964,210.6173,0,25.020794,0,14.736149,0,0,0,177.36852,0,89.176796,4.166876,37.20938,213.5084,5.3809814,105.929054,337.04456,150.22311,48.811596,34.23342,0,52.18282,250.99298,18.122084,139.25299,83.54232,0,288.58865,
708,356.2071035742772,3.5099187,,,,70,,,,,,,0,0,0,0,0,20.065763,20.111809,10.168441,7.4083214,0,23.25658,505.62296,0,106.7124,0,219.43518,7.9927154,0,0,6.513829,39.884613,3.3806293,29.855942,26.917828,24.97309,290.09552,358.31607,0,777.45966,385.30246,5.8223534,26.822134,429.96115,5.576325,26.015665,339.56818,0,1.1355894,38.536034,370.5593,880.87885,3.9683173,423.92728,281.15317,423.47842,64.87488,459.5939,0,82.96062,49.376785,256.24686,1207.2628,74.61571,0,3.842037,79.87982,12.082134,12.945174,464.4547,972.691,6.262353,33.788704,406.189,348.98373,527.7982,112.74963,0,12.876744,16.540447,3.271428,77.36548,622.6752,54.462486,10.410365,646.2339,12.431959,0,737.52936,0,60.272583,1.518727,5.2543135,907.3675,16.110046,0,19.76052,85.551125,845.6115,301.67105,36.794407,0,0,612.9647,0,889.1339,954.983,
440,356.21756035800166,2.875758,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,407.08005,0,166.29161,0,297.8245,0,0,0,0,0,0,0,0,0,276.68826,265.70383,0,541.98303,238.55518,0,0,341.58685,0,0,224.50507,0,0,0,359.0347,473.79074,0,356.57483,100.14026,436.82825,57.263756,285.3259,0,0,0,221.54802,524.6834,0,0,0,10.584183,0,0,421.82758,690.53186,0,0,324.33063,400.38394,334.64484,28.503286,0,4.898633,0,0,0,629.3363,25.658852,0,306.03815,0,0,515.5153,0,0,0,0,599.4008,0,0,0,0,335.75977,533.1499,0,0,0,542.87134,0,329.08627,570.3316,
987,356.2436394494922,4.140236,,,,110,,,,,,,0,0,0,0,0,0,0,0,0,0,0,586.09454,0,252.87085,0,363.33435,0,0,0,0,0,0,0,0,0,442.96014,354.95804,0,678.69336,310.47595,0,0,275.89505,0,42.85039,388.11328,0,0,0,356.58633,998.0036,3.8068438,398.61905,293.3264,679.9193,147.89153,318.80756,0,28.69377,0,468.45737,1031.8181,0,0,0,65.54906,0,0,573.5061,1208.3004,0,30.013609,497.04172,780.03156,597.8278,96.170425,0,20.632946,0,0,0,972.03906,86.970764,0,460.33102,0,0,1083.9067,0,40.316998,0,0,1001.1237,0,0,0,0,577.5794,988.6945,0,0,0,803.4121,0,563.0858,912.4384,
1913,357.1473006469769,9.719122,,,,,,,,,,,0,0,0,76.450775,0,68.29053,27.781155,223.22427,0,59.14326,68.004456,0,60.418373,0,0,0,0,0,10.635295,0,0,0,64.73878,184.89716,0,0,0,0,115.10347,0,28.383827,30.008085,22.98585,0,0,0,0,0,23.286724,9.453005,0,0,54.896606,10.725372,19.669765,0,9.647316,19.30851,0,9.193068,0,51.730278,0,106.421394,114.15904,179.75078,42.428658,143.98096,91.55353,99.95737,1229.1512,0,227.24883,92.99454,197.20953,251.48433,114.80342,355.15945,129.95805,34.701553,229.80698,116.856445,0,0,111.46388,0,0,150.77318,0,9.73473,20.27715,0,0,11.609861,9.208397,0,62.938538,0,19.521074,0,0,0,0,0,0,186.54698,
1058,357.19103817667553,4.312787,,,,82,,,,,,,0,0,0,0,0,83.35878,6.7345214,34.7384,27.375511,24.187075,53.691574,714.32086,0,157.03151,12.700863,286.49368,3.945187,11.119534,0,8.447065,32.41054,12.178619,30.554024,21.473072,11.4523735,422.69315,293.73526,18.745918,793.50116,274.60995,3.8477116,49.08344,262.66183,59.873802,57.0089,302.31784,0,26.567581,22.481615,292.20242,1030.3145,55.417366,355.29266,239.71492,483.68646,135.90929,281.11353,28.10272,129.21184,41.454018,626.22675,672.5098,140.28195,15.875461,3.838671,20.811691,13.573405,14.418375,431.44885,1108.0875,45.92901,36.70621,413.60034,453.19046,416.05725,153.76651,0,27.270836,14.0142355,22.814434,26.964624,600.83136,91.76733,8.602438,390.16507,32.802235,6.369515,577.79944,23.079346,43.422173,26.522713,97.5813,773.54834,34.079216,6.1331754,10.958979,49.85228,472.0622,570.58215,34.980938,8.466603,40.99398,661.64325,71.024475,414.96475,673.57623,
1719,357.20357791853576,7.6553535,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.04314,0,0,0,0,0,0,0,0,0,0,0,0,9.336149,22.71442,0,0,0,67.41849,0,0,0,0,0,0,8.77687,0,0,0,4.0711327,0,0,0,0,281.6055,0,0,0,0,4.199744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.21664,0,0,0,0,13.530511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1440,357.27875982214624,5.7855625,,,,117,,,,,,,0,0,0,4.735573,0,19.94219,316.42667,198.44,81.52734,99.03246,564.93335,46.02832,0,7.7033443,3865.9634,6.5831175,2360.4636,259.0272,0,1360.2053,28.803946,305.16412,407.89883,586.8744,55.185844,0,77.973495,399.12643,65.638855,484.00723,171.52568,75.511505,14.60373,589.97864,718.8955,170.05548,0,608.5752,414.68152,0,242.37396,117.311356,62.15792,68.944275,0,141.7609,32.286774,165.4973,200.26358,3205.5437,4.7118816,81.38033,976.17334,652.23267,207.43777,14.20772,1520.3777,346.37976,5.2968283,401.81293,728.8596,924.4557,99.05251,60.433792,15.52274,87.14632,0,350.3198,986.2986,66.29855,82.98384,13.714099,300.03333,48.187824,63.808395,54.574543,807.7076,34.394615,255.75229,101.588715,219.50012,906.17804,62.10294,754.3948,1465.9167,935.55426,161.1524,152.26997,33.445404,188.75793,1598.2168,140.68936,1544.2767,790.39655,88.332596,1431.3965,
1472,357.27888187221794,5.864856,,,,117,,,,,,,0,0,0,10.285412,0,279.92123,603.1397,1904.8071,611.8148,922.91766,5392.027,463.90555,0,39.032925,25927.98,251.08192,17423.475,579.1216,0,11434.693,377.52,3516.5918,14022.801,7657.5693,633.17896,97.28965,205.61395,3992.3926,206.90306,1139.0201,1621.2161,2041.66,35.68044,7088.389,6125.628,2115.0295,0,8438.074,8243.183,45.783573,2781.0115,1758.4589,548.1504,180.08534,38.254063,300.11813,59.49124,2692.6726,2817.932,13480.152,170.20045,622.1161,5993.7935,7805.408,2774.9907,310.93723,13512.9795,3414.3997,139.10359,1793.002,5627.886,6409.697,781.54944,687.8528,41.516018,975.682,0,4097.828,11804.226,558.52985,1079.4199,204.96544,2884.3872,366.1778,82.580124,532.52936,7822.9414,355.4417,4610.128,889.5997,2353.881,8813.187,494.68506,8697.789,13783.602,9788.392,2651.0474,1471.3815,220.68849,2098.5247,13524.796,2518.3325,9303.108,3641.0579,242.09932,6965.0,
1286,358.2227727451832,5.0631437,,,,156,,,,,,,0,0,0,0,0,87.118515,3.6350517,0,0,2.8709369,16.728924,2700.2095,0,931.2554,1.4421208,1277.0636,0,1.6205654,0,3.4245994,15.288069,5.3720036,7.9400654,0,0,1761.3228,1482.8441,1.2894576,2968.018,1321.7921,1.2495346,23.065828,1085.6191,1.3347063,141.8915,1978.6826,0,6.708971,5.734913,1322.3306,4177.129,35.01315,1517.2717,1359.8055,2425.5212,543.2134,1014.5974,14.049419,92.35698,7.2401657,1869.0931,3019.7288,37.813858,0,0,126.12008,0,0,2119.533,4160.743,17.925863,66.81845,2170.4912,2616.8774,2365.9417,578.1668,0,109.006584,6.7433662,3.4055572,18.628014,3279.609,415.95178,0,1850.8302,1.6115849,0,3453.685,1.3295565,91.51972,4.104823,35.81014,3885.3818,0,0,3.216549,18.270338,2260.1511,3629.7463,6.039486,0,7.9113398,3052.9468,29.10437,2153.8718,3325.8604,
993,358.25788929745573,4.148869,,,,,,,,,,,0,0,0,0,0,14.102561,245.06743,0,0,0,40.33665,60.86511,0,0,0,0,0,0,0,0,111.399376,0,0,370.91544,0,0,0,0,38.4979,0,0,110.68377,0,0,0,0,0,0,107.82057,0,96.2277,0,0,217.22192,39.934673,0,0,0,12.628126,0,0,81.01398,101.69448,0,0,0,0,0,0,116.58947,0,31.262238,0,39.681793,0,72.19841,0,0,0,0,974.83344,45.08627,0,0,0,0,0,22.071663,0,0,0,0,65.167694,0,0,0,91.73062,0,61.532375,0,0,0,21.11578,0,0,47.326534,
506,358.2699776004988,3.0252693,,,,,,,,,,,0,0,0,0,0,181.1097,41.520943,51.834984,114.71768,75.0806,123.467384,54.56381,0,187.47287,206.28505,210.65509,58.317776,24.325253,0,94.95992,26.979204,50.592678,155.78732,44.247417,73.97981,29.402777,171.15344,73.84642,86.90964,84.31255,233.90648,117.64848,42.685265,135.93277,341.84875,152.01237,0,440.03345,310.75763,23.130796,64.8165,388.16098,101.2153,152.41838,75.76724,59.268005,102.911545,1803.9799,614.82996,611.21967,336.01834,308.55368,265.50494,51.365753,10.542822,42.481007,115.67379,161.05824,30.254297,267.75745,167.9487,452.3675,66.2387,281.11664,39.14766,176.06177,0,116.452995,295.58594,0,84.21213,288.33398,138.84955,286.56314,56.71114,16.008095,332.33246,80.19917,20.857492,460.48157,141.48047,237.78621,221.73811,111.278015,41.643936,454.9423,18.767609,112.86423,64.230354,130.85582,402.1793,1312.8972,96.47687,1007.7586,72.028534,43.925022,
460,358.27000693232594,2.9492495,,,,,,,,,,,0,0,0,0,0,79.62058,18.981981,15.647869,57.731743,38.71827,65.680145,44.494415,0,68.394684,56.594265,66.97955,58.317776,24.325253,0,44.561016,20.365795,16.29636,76.05905,14.97625,29.982868,15.042639,61.89532,19.788445,42.862892,33.756634,42.95535,58.698425,0,56.53835,87.01392,73.86072,0,119.93155,70.164024,0,66.16555,125.397156,58.73513,83.432816,43.4037,52.928032,46.54731,388.3575,210.79147,139.07858,217.2248,136.00488,124.67213,12.517615,10.542822,34.345623,42.50625,73.01762,0,142.00003,86.44035,165.13701,44.948307,150.06274,20.679451,82.12045,0,50.358356,132.26797,0,39.14198,87.63356,69.197014,128.22476,38.399498,16.008095,162.55093,41.4887,0,136.1679,47.230865,75.19679,124.12769,35.15171,73.101135,164.96489,8.89517,63.081276,46.287582,61.92974,164.97899,367.624,39.027832,310.14474,44.3642,42.966743,
553,358.27003931380096,3.158744,,,,,,,,,,,0,0,0,0,0,42.74203,2.9839559,0,10.364066,9.645946,30.262146,9.143217,0,71.287674,53.46267,74.04911,50.20088,4.522962,0,16.823427,0,1.2149534,39.066063,0,2.5329745,0,42.8844,0,13.678673,20.847538,76.30927,12.851295,0,33.578312,243.22598,38.73383,0,43.952827,148.25546,0,0,34.224957,0,35.518105,0,8.535286,0,470.23257,249.225,199.72237,151.41406,116.21905,49.382065,0,0,0,19.443869,0,0,65.581665,46.78322,160.25267,0,112.391655,0,38.98877,0,7.6480093,64.9751,0,19.894274,106.804054,30.991924,81.85959,0,0,120.91195,0,0,62.05835,13.201087,103.89276,61.58629,32.25197,39.308113,118.277405,0,13.63451,11.63994,7.4254847,173.5215,514.49744,9.034981,408.26404,0,0,
883,359.1972815382808,3.8727126,,,,,,,,,,,0,0,0,0,0,133.50749,63.969505,65.51056,60.206944,61.633636,116.67686,616.48615,0,291.6934,77.43588,439.74564,45.859394,62.95331,0,46.918423,104.30877,51.800537,97.9357,91.71587,77.24076,504.06265,408.61224,72.99631,634.17145,404.71588,42.058857,129.73517,302.26846,104.34386,105.35631,525.5265,0,69.01703,127.14157,392.30545,741.8526,72.4059,401.56296,397.726,616.7888,181.18695,284.90518,127.86526,189.48807,192.68982,496.179,985.24164,178.3055,80.596344,32.622078,120.304276,60.176975,91.17669,544.0679,1033.8545,74.015945,187.03014,505.32257,613.5549,539.5251,211.82483,0,73.70491,70.698395,49.070755,168.61903,853.02563,143.98466,57.586746,450.56577,94.9272,9.196136,868.11957,67.854225,145.88036,51.45286,184.3855,798.6247,77.87161,24.827208,91.88279,119.50708,449.9904,795.33905,86.43871,24.59844,115.20206,639.928,132.8277,455.4514,634.84467,
